time,y_pred,y_true,spread,pred_std,last
2025-04-10 16:10:02.457000,0.0005971833875155023,0.0007932346070420394,1.2651269650530281e-06,0.0028765398994341105,79043.45
2025-04-10 16:10:04.207000,0.0010250548731805889,0.0005313768543628887,1.2651829866519497e-06,0.0028680861373737597,79039.95
2025-04-10 16:10:06.007000,0.0013023772733092907,0.0006099107973824082,1.2653750983774824e-06,0.002860138532046795,79027.95
2025-04-10 16:10:07.757000,0.0011434053058188272,0.0005188267681711167,1.2654311419544301e-06,0.002852016851602418,79024.45
2025-04-10 16:10:09.507000,0.0013438199403380026,0.0012889461472475733,1.2661553510044825e-06,0.002844009908229518,78979.25
2025-04-10 16:10:11.257000,0.0016776051660477912,0.0012902139362098572,1.266156953971635e-06,0.0028374488180667504,78979.15
2025-04-10 16:10:12.957000,0.0016441523464590796,0.0011055565932900809,1.266387850348678e-06,0.002831676183779406,78964.75
2025-04-10 16:10:14.657000,0.0012353616854223633,0.0009233277034407468,1.2665674945055765e-06,0.002826042793976982,78953.55
2025-04-10 16:10:16.407000,0.0012678481246986412,0.0008587914979642071,1.266654126680218e-06,0.0028206590373815303,78948.15
2025-04-10 16:10:18.107000,0.0012170556922244458,0.000571349302820905,1.2668498954636103e-06,0.002814456645851185,78935.95
2025-04-10 16:10:19.807000,0.0010787456024624205,0.0010644236051140486,1.2671709585428645e-06,0.002809182119970865,78915.95
2025-04-10 16:10:21.507000,0.0010366004452147983,0.0014273499777214984,1.2676287547109303e-06,0.0028053408964440964,78887.45
2025-04-10 16:10:23.257000,0.0012747002228263736,0.0015657616733237949,1.2678232171555352e-06,0.002801480954835356,78875.35
2025-04-10 16:10:24.957000,0.0012374730047670912,0.0014514809225333856,1.267668928050544e-06,0.002797768704122776,78884.95
2025-04-10 16:10:26.657000,0.0012017911483087065,0.001594826575287451,1.267747675183025e-06,0.0027922435868504955,78880.05
2025-04-10 16:10:28.407000,0.001657723219073667,0.001694630606651103,1.2674873648091103e-06,0.0027876253747630263,78896.25
2025-04-10 16:10:30.157000,0.0015980886001340938,0.0014585341035304668,1.2671886215492882e-06,0.0027837244537812704,78914.85
2025-04-10 16:10:31.907000,0.0016073491876316907,0.001539634175316813,1.2671886215492882e-06,0.002779931598589287,78914.85
2025-04-10 16:10:33.557000,0.0014440789367150988,0.0012198914511958282,1.2667616316373814e-06,0.0027765426849305367,78941.45
2025-04-10 16:10:35.257000,0.0010495365558538903,0.0010364381497932245,1.26703930281503e-06,0.0027729357801335995,78924.15
2025-04-10 16:10:36.957000,0.0012848177605794386,0.0011316582341443075,1.2672544616015025e-06,0.0027700835662992068,78910.75
2025-04-10 16:10:38.707000,0.0015259673079914893,0.0011762431832081516,1.2675034302549363e-06,0.0027676050524387727,78895.25
2025-04-10 16:10:40.407000,0.0015257621888100804,0.0011229809948775822,1.2674729060716244e-06,0.0027648786834514978,78897.15
2025-04-10 16:10:42.107000,0.0012544044269851384,0.0011179720342210616,1.2675419888021391e-06,0.0027615023520912232,78892.85
2025-04-10 16:10:43.857000,0.0013570186744883278,0.0011393873796687688,1.267394193253797e-06,0.002759120131226083,78902.05
2025-04-10 16:10:45.557000,0.0011524166814244558,0.0010749668984986961,1.2676496443452856e-06,0.0027557539711884167,78886.15
2025-04-10 16:10:47.307000,0.0013789755572008768,0.0009392819500049914,1.2675869771386983e-06,0.0027532932150569106,78890.05
2025-04-10 16:10:49.057000,0.0011690650289620775,0.00045114316001713104,1.2672560673529981e-06,0.00275115847108262,78910.65
2025-04-10 16:10:50.757000,0.001176317425606918,0.00032434808884845997,1.2669847221384771e-06,0.002747395254325111,78927.55
2025-04-10 16:10:52.557000,0.000639083615445133,-0.00020264181602529477,1.266511350231813e-06,0.002741907330614106,78957.05
2025-04-10 16:10:54.207000,0.00023856223658133075,-0.0001988755298862627,1.2667231201831282e-06,0.0027371956128181404,78943.85
2025-04-10 16:10:55.907000,0.0003304534900726359,-6.2078082826209e-05,1.266899649401597e-06,0.002731704884120565,78932.85
2025-04-10 16:10:57.657000,0.00018048955526195286,0.0001723503197667602,1.2672817630654629e-06,0.002726673746279973,78909.05
2025-04-10 16:10:59.357000,0.0005760376599487911,0.00037388176084368006,1.267395799543874e-06,0.002722153849279417,78901.95
2025-04-10 16:11:01.057000,-0.00032186044703149205,0.0001520680301677627,1.2672335848051186e-06,0.002718417299743208,78912.05
2025-04-10 16:11:02.907000,-0.00043112030343857207,0.0005058313223685099,1.267747675183025e-06,0.0027158447679581366,78880.05
2025-04-10 16:11:04.657000,-0.0001588150377504785,0.0008533824313537894,1.268027386744788e-06,0.002714372652373001,78862.65
2025-04-10 16:11:06.407000,0.00013630415405520887,0.0009181985299945172,1.2682300138785044e-06,0.0027129910513232613,78850.05
2025-04-10 16:11:08.107000,-0.00025470492847710994,0.0004729742152971389,1.268027386744788e-06,0.00271202966301249,78862.65
2025-04-10 16:11:09.757000,0.0003538048010650854,0.000507356349976947,1.2683908750161974e-06,0.0027107774144275736,78840.05
2025-04-10 16:11:11.457000,0.00011082659949171273,0.0005757041438652793,1.2680708015389404e-06,0.0027098278258292454,78859.95
2025-04-10 16:11:13.207000,0.00011709802968680069,0.000639187116321386,1.2682284052886248e-06,0.002709110453794339,78850.15
2025-04-10 16:11:14.907000,0.0004662708338745261,0.0007647252410690219,1.2682010630222227e-06,0.0027084022129799956,78851.85
2025-04-10 16:11:16.607000,0.0008302603105240325,0.0008383415043094156,1.2682927446840316e-06,0.0027076903354967,78846.15
2025-04-10 16:11:18.357000,0.001065553900240323,0.0006885799085571323,1.2681029624257386e-06,0.0027070565709562716,78857.95
2025-04-10 16:11:20.057000,0.0008975933491136137,0.0004819640797244687,1.2683265256645335e-06,0.0027062792297183912,78844.05
2025-04-10 16:11:21.757000,0.0006226852141462166,0.0003284378342632782,1.2680997460791162e-06,0.0027056688860317233,78858.15
2025-04-10 16:11:23.457000,0.0005236174468806461,0.0,1.2678666177853648e-06,0.0027051624481797755,78872.65
2025-04-10 16:11:25.157000,0.00012471585076380873,-0.00028010157167388916,1.26742792620047e-06,0.002704948067543357,78899.95
2025-04-10 16:11:26.907000,-0.0006456110687897679,-0.0012105931969981572,1.2663108755947167e-06,0.0027049308023428986,78969.55
2025-04-10 16:11:28.557000,-0.001110599214674252,-0.0009651183188195804,1.2665594735902815e-06,0.00270515119727982,78954.05
2025-04-10 16:11:30.357000,-0.0011507090985013334,-0.0015657920635733992,1.2657979496075806e-06,0.0027055483231290278,79001.55
2025-04-10 16:11:32.057000,-0.0012652035914230357,-0.0014205759409890867,1.2661104644133795e-06,0.002705780756466932,78982.05
2025-04-10 16:11:33.757000,-0.0011585062158691985,-0.001275154060010898,1.266290029691574e-06,0.0027060919534696738,78970.85
2025-04-10 16:11:35.457000,-0.0012399300396379977,-0.001663258505687657,1.2657979496075806e-06,0.0027068928131979584,79001.55
2025-04-10 16:11:37.157000,-0.0012375651047686293,-0.0016621547120440755,1.2659213342718306e-06,0.002707209737760822,78993.85
2025-04-10 16:11:38.807000,-0.0014243599617302597,-0.0017392416071148676,1.2658235860379757e-06,0.0027070930471824986,78999.95
2025-04-10 16:11:40.507000,-0.001403987444021046,-0.002168688266245002,1.265279035222468e-06,0.0027074201668145204,79033.95
2025-04-10 16:11:42.207000,-0.0015563252696608805,-0.0020827388902140477,1.2653334692194444e-06,0.0027078935943182,79030.55
2025-04-10 16:11:43.957000,-0.0021348280420767345,-0.0022801395668114056,1.265338272444042e-06,0.0027094590058879967,79030.25
2025-04-10 16:11:45.657000,-0.002314576465571428,-0.002610392855900151,1.265338272444042e-06,0.0027119627249861983,79030.25
2025-04-10 16:11:47.357000,-0.002213480888445818,-0.0024800598757312854,1.2653366711809937e-06,0.002714643604264767,79030.35
2025-04-10 16:11:49.107000,-0.0026975642671982613,-0.0027576627922347757,1.2649829322914188e-06,0.0027185936100165924,79052.45
2025-04-10 16:11:50.807000,-0.0027821121606311796,-0.0027830504636625324,1.2650229381020579e-06,0.0027226286823288206,79049.95
2025-04-10 16:11:52.557000,-0.0025706029863344446,-0.002708781345576348,1.264603802679681e-06,0.002726270523330775,79076.15
2025-04-10 16:11:54.257000,-0.0025417677861843727,-0.0028952543746471803,1.2643032204435398e-06,0.002729809856074675,79094.95
2025-04-10 16:11:55.957000,-0.002752411392009609,-0.003011901563166759,1.2644423019908108e-06,0.0027338407757028483,79086.25
2025-04-10 16:11:57.657000,-0.0030139941306215885,-0.0025762097087820308,8.852954325674765e-06,0.0027384002050757123,79069.65
2025-04-10 16:11:59.407000,-0.0025313764433117754,-0.002700804361748541,1.2644215177461023e-06,0.002741791574943357,79087.55
